customerid,churn_probability,actual_churn,tenure,contract,internetservice,monthlycharges,paymentmethod,risk_tier,intervention
9139-WQQDY,0.3772450599832698,1,49,One year,Fiber optic,100.45,Mailed check,Low Risk,Monthly newsletter — standard engagement
5155-AZQPB,0.3769092803054412,0,28,Month-to-month,DSL,49.9,Mailed check,Low Risk,Monthly newsletter — standard engagement
8182-PNAGI,0.3769046016277519,1,12,Month-to-month,DSL,50.25,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
8267-KFGYD,0.3767719479647142,0,1,Month-to-month,No,21.05,Mailed check,Low Risk,Monthly newsletter — standard engagement
3638-DIMPH,0.3767652319581143,0,13,One year,DSL,43.8,Electronic check,Low Risk,Monthly newsletter — standard engagement
9820-RMCQV,0.37674209519429463,1,11,Month-to-month,DSL,48.55,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
3763-GCZHZ,0.3767310240802388,1,66,One year,Fiber optic,104.05,Electronic check,Low Risk,Monthly newsletter — standard engagement
9518-RWHZL,0.37662345171092654,1,64,One year,Fiber optic,100.05,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
0384-RVBPI,0.37611402516225645,0,20,Month-to-month,DSL,64.4,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
8044-BGWPI,0.37605018155422876,0,12,Month-to-month,No,21.15,Electronic check,Low Risk,Monthly newsletter — standard engagement
9512-PHSMG,0.3759696095628169,0,10,Month-to-month,No,20.55,Mailed check,Low Risk,Monthly newsletter — standard engagement
0877-SDMBN,0.3759259353526262,1,54,One year,Fiber optic,103.95,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
2750-BJLSB,0.3754468009741834,0,47,One year,Fiber optic,103.7,Electronic check,Low Risk,Monthly newsletter — standard engagement
6008-NAIXK,0.37542724310386333,0,54,One year,DSL,55.45,Electronic check,Low Risk,Monthly newsletter — standard engagement
9565-JSNFM,0.3748874624788013,1,38,One year,Fiber optic,70.45,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
1518-OMDIK,0.374878317527255,0,33,Month-to-month,DSL,44.55,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
9097-ZUBYC,0.37487125853922343,0,14,Month-to-month,DSL,48.8,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
2080-SRCDE,0.3747896006641014,0,1,Month-to-month,No,25.4,Mailed check,Low Risk,Monthly newsletter — standard engagement
7188-CBBBA,0.3746610312607365,0,65,One year,Fiber optic,95.5,Electronic check,Low Risk,Monthly newsletter — standard engagement
7036-ZZKBD,0.37449135456407723,0,31,Month-to-month,DSL,66.4,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
9040-KZVWO,0.3741590272032729,0,26,One year,Fiber optic,75.5,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
8979-CAMGB,0.37409597532684546,0,64,One year,Fiber optic,102.1,Electronic check,Low Risk,Monthly newsletter — standard engagement
7083-YNSKY,0.37382815988678647,1,15,Month-to-month,No,25.4,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
9972-VAFJJ,0.3737627545392251,0,53,One year,Fiber optic,94.0,Electronic check,Low Risk,Monthly newsletter — standard engagement
6777-TGHTM,0.3726902666111934,1,53,One year,Fiber optic,106.95,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
0440-QEXBZ,0.3725919147673529,0,44,Month-to-month,DSL,50.15,Mailed check,Low Risk,Monthly newsletter — standard engagement
3570-YUEKJ,0.37217385853961976,0,42,Month-to-month,DSL,49.55,Electronic check,Low Risk,Monthly newsletter — standard engagement
9909-DFRJA,0.37191954603324867,0,26,One year,Fiber optic,95.85,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
4365-MSDYN,0.37163604025182956,0,8,Month-to-month,No,19.55,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
5639-NTUPK,0.37126217579027043,0,13,Month-to-month,DSL,52.1,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
7409-JURKQ,0.3711814802232666,0,53,One year,Fiber optic,111.8,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
1170-SASML,0.37094863156957936,0,69,Month-to-month,Fiber optic,85.4,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
3413-CSSTH,0.37091976146993927,0,41,Month-to-month,DSL,55.7,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
2851-STERV,0.37042754251858206,0,35,One year,DSL,73.0,Electronic check,Low Risk,Monthly newsletter — standard engagement
4316-XCSLJ,0.36960452604918276,0,17,Month-to-month,DSL,50.3,Mailed check,Low Risk,Monthly newsletter — standard engagement
5989-OMNJE,0.36895322058546504,0,24,One year,DSL,57.6,Electronic check,Low Risk,Monthly newsletter — standard engagement
3468-DRVQJ,0.3688393009999369,0,10,One year,DSL,70.3,Electronic check,Low Risk,Monthly newsletter — standard engagement
1732-FEKLD,0.3688327132168445,0,54,One year,Fiber optic,94.75,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
7108-DGVUU,0.36877935014116364,0,21,One year,DSL,71.7,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
7694-VLBWQ,0.3687778770229581,1,67,One year,Fiber optic,104.1,Electronic check,Low Risk,Monthly newsletter — standard engagement
4781-ZXYGU,0.36826721880235536,0,1,Month-to-month,No,20.15,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
0549-CYCQN,0.36795667839684554,0,51,One year,Fiber optic,79.6,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
4701-AHWMW,0.3677573636221892,1,55,Month-to-month,DSL,54.55,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
3407-QGWLG,0.367458561241607,0,3,Month-to-month,No,20.05,Mailed check,Low Risk,Monthly newsletter — standard engagement
3190-XFANI,0.36737738053552005,1,49,One year,Fiber optic,100.6,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
8421-WZOOW,0.3672776035156853,0,57,Month-to-month,Fiber optic,95.3,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
7639-SUPCW,0.3672451813313161,1,22,Month-to-month,DSL,48.8,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
9481-IEBZY,0.3670267590610291,0,72,Month-to-month,Fiber optic,112.9,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
9821-BESNZ,0.36696410158874276,0,66,One year,Fiber optic,104.25,Electronic check,Low Risk,Monthly newsletter — standard engagement
6296-DDOOR,0.3667672800951632,0,19,One year,DSL,58.2,Electronic check,Low Risk,Monthly newsletter — standard engagement
2599-CZABP,0.366707217120922,0,14,One year,DSL,44.6,Electronic check,Low Risk,Monthly newsletter — standard engagement
4936-YPJNK,0.3666468438014308,0,10,Month-to-month,No,19.9,Mailed check,Low Risk,Monthly newsletter — standard engagement
0851-DFJKB,0.36656043557133433,0,15,Month-to-month,DSL,58.95,Electronic check,Low Risk,Monthly newsletter — standard engagement
3675-YDUPJ,0.3664941647677382,0,10,Month-to-month,No,19.85,Mailed check,Low Risk,Monthly newsletter — standard engagement
6574-MCOEH,0.3664455722893246,0,33,One year,DSL,79.15,Electronic check,Low Risk,Monthly newsletter — standard engagement
9863-JZAIC,0.36634805661251013,1,35,Month-to-month,DSL,55.0,Mailed check,Low Risk,Monthly newsletter — standard engagement
5298-GSTLM,0.3662391519640932,0,60,One year,Fiber optic,101.4,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
0708-SJDIS,0.36603605540694567,0,34,Month-to-month,DSL,65.0,Mailed check,Low Risk,Monthly newsletter — standard engagement
2486-WYVVE,0.36564740576566196,0,31,One year,DSL,79.3,Mailed check,Low Risk,Monthly newsletter — standard engagement
3847-BAERP,0.36563293556148435,0,10,Month-to-month,No,20.9,Mailed check,Low Risk,Monthly newsletter — standard engagement
7853-GVUDZ,0.3655470728716262,1,1,Month-to-month,No,20.15,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
9975-SKRNR,0.3645854690946597,0,1,Month-to-month,No,18.9,Mailed check,Low Risk,Monthly newsletter — standard engagement
6231-WFGFH,0.36444138663016906,0,4,Month-to-month,No,20.5,Mailed check,Low Risk,Monthly newsletter — standard engagement
3703-TTEPD,0.36442364679741746,0,21,Month-to-month,DSL,65.35,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
7811-JIVPF,0.36426332438785597,0,23,Month-to-month,DSL,49.7,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
1015-OWJKI,0.3641496128417732,0,1,Month-to-month,No,19.05,Mailed check,Low Risk,Monthly newsletter — standard engagement
6303-KFWSL,0.3640216229526358,0,29,One year,DSL,55.25,Electronic check,Low Risk,Monthly newsletter — standard engagement
9441-QHEVC,0.364004376906211,0,1,Month-to-month,No,19.1,Mailed check,Low Risk,Monthly newsletter — standard engagement
6569-KTMDU,0.364004376906211,0,1,Month-to-month,No,19.1,Mailed check,Low Risk,Monthly newsletter — standard engagement
4860-YZGZM,0.3639673839234717,0,10,Month-to-month,No,20.0,Electronic check,Low Risk,Monthly newsletter — standard engagement
7302-ZHMHP,0.3638591657487642,0,1,Month-to-month,No,19.15,Mailed check,Low Risk,Monthly newsletter — standard engagement
1784-BXEFA,0.3638171739354577,0,10,Month-to-month,No,20.55,Mailed check,Low Risk,Monthly newsletter — standard engagement
1663-MHLHE,0.3637139793916556,0,1,Month-to-month,No,19.2,Mailed check,Low Risk,Monthly newsletter — standard engagement
2237-ZFSMY,0.36369328203000933,1,39,One year,Fiber optic,95.55,Electronic check,Low Risk,Monthly newsletter — standard engagement
2896-TBNBE,0.36353876295901394,0,40,One year,Fiber optic,80.8,Electronic check,Low Risk,Monthly newsletter — standard engagement
5766-ZJYBB,0.36313348241045906,1,1,Month-to-month,No,19.4,Mailed check,Low Risk,Monthly newsletter — standard engagement
8250-ZNGGW,0.3630229711406041,0,5,Month-to-month,DSL,59.9,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
8393-JMVMB,0.362988420387781,0,1,Month-to-month,No,19.45,Mailed check,Low Risk,Monthly newsletter — standard engagement
1905-OEILC,0.36284338329841515,0,1,Month-to-month,No,19.5,Mailed check,Low Risk,Monthly newsletter — standard engagement
7551-JOHTI,0.36284338329841515,1,1,Month-to-month,No,19.5,Mailed check,Low Risk,Monthly newsletter — standard engagement
3981-QSVQI,0.3628061939046637,0,8,Month-to-month,No,19.7,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
1029-QFBEN,0.3626983711644629,1,1,Month-to-month,No,19.55,Mailed check,Low Risk,Monthly newsletter — standard engagement
7601-WFVZV,0.3626983711644629,0,1,Month-to-month,No,19.55,Mailed check,Low Risk,Monthly newsletter — standard engagement
2866-IKBTM,0.3626983711644629,0,1,Month-to-month,No,19.55,Mailed check,Low Risk,Monthly newsletter — standard engagement
8605-ITULD,0.3626983711644629,0,1,Month-to-month,No,19.55,Mailed check,Low Risk,Monthly newsletter — standard engagement
3785-NRHYR,0.3624084218511182,0,1,Month-to-month,No,19.65,Mailed check,Low Risk,Monthly newsletter — standard engagement
6141-OOXUQ,0.3624084218511182,1,1,Month-to-month,No,19.65,Mailed check,Low Risk,Monthly newsletter — standard engagement
7721-DVEKZ,0.3624084218511182,0,1,Month-to-month,No,19.65,Mailed check,Low Risk,Monthly newsletter — standard engagement
8329-IBCTI,0.3624084218511182,1,1,Month-to-month,No,19.65,Mailed check,Low Risk,Monthly newsletter — standard engagement
0970-QXPXW,0.3624084218511182,0,1,Month-to-month,No,19.65,Mailed check,Low Risk,Monthly newsletter — standard engagement
4472-VESGY,0.3623623401327718,0,52,Month-to-month,Fiber optic,98.15,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
4237-CLSMM,0.36231027997715864,0,2,Month-to-month,No,20.0,Mailed check,Low Risk,Monthly newsletter — standard engagement
4544-RXFMG,0.3622759689003041,0,8,One year,DSL,43.45,Mailed check,Low Risk,Monthly newsletter — standard engagement
6615-ZGEDR,0.3622634847158413,1,1,Month-to-month,No,19.7,Mailed check,Low Risk,Monthly newsletter — standard engagement
5206-XZZQI,0.3622384104343166,0,53,Month-to-month,Fiber optic,80.6,Mailed check,Low Risk,Monthly newsletter — standard engagement
5766-XQXMQ,0.36222366264918415,1,29,Month-to-month,DSL,68.85,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
6124-ACRHJ,0.36211857262420954,0,1,Month-to-month,No,19.75,Mailed check,Low Risk,Monthly newsletter — standard engagement
3930-ZGWVE,0.36211857262420954,0,1,Month-to-month,No,19.75,Mailed check,Low Risk,Monthly newsletter — standard engagement
7239-HZZCX,0.36211857262420954,1,1,Month-to-month,No,19.75,Mailed check,Low Risk,Monthly newsletter — standard engagement
8739-QOTTN,0.36208822505395255,0,2,Month-to-month,No,20.35,Mailed check,Low Risk,Monthly newsletter — standard engagement
4892-VLANZ,0.36197368559823706,1,1,Month-to-month,No,19.8,Mailed check,Low Risk,Monthly newsletter — standard engagement
1135-LMECX,0.36182882365992064,0,1,Month-to-month,No,19.85,Mailed check,Low Risk,Monthly newsletter — standard engagement
6654-QGBZZ,0.3616839868312394,0,1,Month-to-month,No,19.9,Mailed check,Low Risk,Monthly newsletter — standard engagement
7878-RTCZG,0.3616839868312394,0,1,Month-to-month,No,19.9,Mailed check,Low Risk,Monthly newsletter — standard engagement
3900-AQPHZ,0.3616839868312394,1,1,Month-to-month,No,19.9,Mailed check,Low Risk,Monthly newsletter — standard engagement
6286-SUUWT,0.3615391751341553,0,1,Month-to-month,No,19.95,Mailed check,Low Risk,Monthly newsletter — standard engagement
7123-WQUHX,0.3614135320902397,0,38,One year,Fiber optic,95.0,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
4877-EVATK,0.36139438859061235,1,1,Month-to-month,No,20.0,Mailed check,Low Risk,Monthly newsletter — standard engagement
7698-YFGEZ,0.36139438859061235,0,1,Month-to-month,No,20.0,Mailed check,Low Risk,Monthly newsletter — standard engagement
2308-STERM,0.36139369784057007,0,2,Month-to-month,No,19.4,Mailed check,Low Risk,Monthly newsletter — standard engagement
3030-ZKIWL,0.3612496272225374,0,1,Month-to-month,No,20.05,Mailed check,Low Risk,Monthly newsletter — standard engagement
8749-CLJXC,0.3612496272225374,0,1,Month-to-month,No,20.05,Mailed check,Low Risk,Monthly newsletter — standard engagement
7096-UCLNH,0.3612496272225374,0,1,Month-to-month,No,20.05,Mailed check,Low Risk,Monthly newsletter — standard engagement
3148-BLQJT,0.36110489105183974,1,1,Month-to-month,No,20.1,Mailed check,Low Risk,Monthly newsletter — standard engagement
8974-OVACP,0.3609601801004109,0,1,Month-to-month,No,20.15,Mailed check,Low Risk,Monthly newsletter — standard engagement
1066-JKSGK,0.3609601801004109,1,1,Month-to-month,No,20.15,Mailed check,Low Risk,Monthly newsletter — standard engagement
1934-SJVJK,0.3609601801004109,1,1,Month-to-month,No,20.15,Mailed check,Low Risk,Monthly newsletter — standard engagement
5067-XJQFU,0.36088580250507657,0,66,One year,Fiber optic,108.45,Electronic check,Low Risk,Monthly newsletter — standard engagement
8033-ATFAS,0.36084461145983276,0,39,Month-to-month,DSL,59.85,Mailed check,Low Risk,Monthly newsletter — standard engagement
6380-ARCEH,0.36081549439012484,0,1,Month-to-month,No,20.2,Mailed check,Low Risk,Monthly newsletter — standard engagement
3247-MHJKM,0.36081549439012484,0,1,Month-to-month,No,20.2,Mailed check,Low Risk,Monthly newsletter — standard engagement
8048-DSDFQ,0.36081549439012484,0,1,Month-to-month,No,20.2,Mailed check,Low Risk,Monthly newsletter — standard engagement
4786-UKSNZ,0.36081549439012484,1,1,Month-to-month,No,20.2,Mailed check,Low Risk,Monthly newsletter — standard engagement
8203-XJZRC,0.3606708339428385,0,1,Month-to-month,No,20.25,Mailed check,Low Risk,Monthly newsletter — standard engagement
4211-MMAZN,0.3606708339428385,1,1,Month-to-month,No,20.25,Mailed check,Low Risk,Monthly newsletter — standard engagement
2676-ISHSF,0.3605261987803905,0,1,Month-to-month,No,20.3,Mailed check,Low Risk,Monthly newsletter — standard engagement
9122-UMROB,0.3605261987803905,0,1,Month-to-month,No,20.3,Mailed check,Low Risk,Monthly newsletter — standard engagement
2592-YKDIF,0.3603815889246023,0,1,Month-to-month,No,20.35,Mailed check,Low Risk,Monthly newsletter — standard engagement
3590-TCXTB,0.3603815889246023,0,1,Month-to-month,No,20.35,Mailed check,Low Risk,Monthly newsletter — standard engagement
1852-XEMDW,0.3603241862873766,0,22,Month-to-month,DSL,65.05,Mailed check,Low Risk,Monthly newsletter — standard engagement
1963-VAUKV,0.3602370043972779,1,1,Month-to-month,No,20.4,Mailed check,Low Risk,Monthly newsletter — standard engagement
6579-JPICP,0.3602370043972779,0,1,Month-to-month,No,20.4,Mailed check,Low Risk,Monthly newsletter — standard engagement
3727-JEZTU,0.3602370043972779,0,1,Month-to-month,No,20.4,Mailed check,Low Risk,Monthly newsletter — standard engagement
0673-IGUQO,0.3600924452202032,0,1,Month-to-month,No,20.45,Mailed check,Low Risk,Monthly newsletter — standard engagement
2668-TZSPS,0.3600924452202032,0,1,Month-to-month,No,20.45,Mailed check,Low Risk,Monthly newsletter — standard engagement
2002-MZHWP,0.35994791141514687,1,1,Month-to-month,No,20.5,Mailed check,Low Risk,Monthly newsletter — standard engagement
9753-OYLBX,0.35994791141514687,0,1,Month-to-month,No,20.5,Mailed check,Low Risk,Monthly newsletter — standard engagement
4745-LSPLO,0.35994791141514687,1,1,Month-to-month,No,20.5,Mailed check,Low Risk,Monthly newsletter — standard engagement
3976-NLDEZ,0.3596589200080759,0,1,Month-to-month,No,20.6,Mailed check,Low Risk,Monthly newsletter — standard engagement
5049-GLYVG,0.3596589200080759,1,1,Month-to-month,No,20.6,Mailed check,Low Risk,Monthly newsletter — standard engagement
2284-VFLKH,0.35951106307466346,0,49,One year,Fiber optic,99.25,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
4676-MQUEA,0.3594819267618826,0,50,One year,Fiber optic,101.9,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
0595-ITUDF,0.3594651571402187,0,64,Month-to-month,Fiber optic,91.8,Electronic check,Low Risk,Monthly newsletter — standard engagement
4013-GUXND,0.35908124261401525,0,1,Month-to-month,No,20.8,Mailed check,Low Risk,Monthly newsletter — standard engagement
3256-EZDBI,0.3589329808733975,0,51,Month-to-month,DSL,29.45,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
7243-LCGGZ,0.3587925569737698,0,1,Month-to-month,No,20.9,Mailed check,Low Risk,Monthly newsletter — standard engagement
7434-SHXLS,0.3587925569737698,1,1,Month-to-month,No,20.9,Mailed check,Low Risk,Monthly newsletter — standard engagement
0426-TIRNE,0.3587925569737698,1,1,Month-to-month,No,20.9,Mailed check,Low Risk,Monthly newsletter — standard engagement
9101-NTIXF,0.358771839253073,0,2,Month-to-month,No,19.4,Mailed check,Low Risk,Monthly newsletter — standard engagement
1448-CYWKC,0.35866863480204286,0,58,One year,Fiber optic,105.2,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
5624-BQSSA,0.3586482524935544,1,1,Month-to-month,No,20.95,Mailed check,Low Risk,Monthly newsletter — standard engagement
4800-CZMPC,0.35861528470132004,1,48,One year,Fiber optic,103.25,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
5590-ZSKRV,0.3585974610855174,0,8,Month-to-month,DSL,54.65,Mailed check,Low Risk,Monthly newsletter — standard engagement
8904-OPDCK,0.3585368081576381,0,54,Month-to-month,DSL,24.95,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
5832-EXGTT,0.35845261600193934,0,29,Month-to-month,DSL,60.2,Mailed check,Low Risk,Monthly newsletter — standard engagement
2111-DWYHN,0.35821549267158714,0,1,Month-to-month,No,21.1,Mailed check,Low Risk,Monthly newsletter — standard engagement
3339-EAQNV,0.3580040821964416,0,72,One year,Fiber optic,97.25,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
4277-UDIEF,0.35791810751078135,0,24,Month-to-month,DSL,81.0,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
0366-NQSHS,0.3578770911083886,0,2,Month-to-month,No,19.35,Mailed check,Low Risk,Monthly newsletter — standard engagement
0308-IVGOK,0.3576442426224969,0,11,One year,DSL,40.4,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
0396-HUJBP,0.35755840333354805,0,2,Month-to-month,No,19.3,Mailed check,Low Risk,Monthly newsletter — standard engagement
8150-QUDFX,0.3574990648958275,0,2,Month-to-month,No,19.85,Mailed check,Low Risk,Monthly newsletter — standard engagement
8091-TTVAX,0.35743102581538866,0,58,One year,Fiber optic,100.35,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
1585-MQSSU,0.35738817946238677,1,17,Month-to-month,DSL,51.5,Mailed check,Low Risk,Monthly newsletter — standard engagement
3170-GWYKC,0.3572015669243798,0,60,Month-to-month,Fiber optic,104.95,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
6050-IJRHS,0.3571896838471798,0,70,One year,Fiber optic,106.5,Electronic check,Low Risk,Monthly newsletter — standard engagement
7140-ADSMJ,0.35715016731182553,0,8,Month-to-month,No,20.45,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
8671-KKKOS,0.3569243471360789,0,46,Month-to-month,DSL,45.55,Electronic check,Low Risk,Monthly newsletter — standard engagement
6563-VNPMN,0.35642348344968644,0,45,Month-to-month,Fiber optic,85.7,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
4710-FDUIZ,0.3561757573996836,1,56,One year,Fiber optic,100.3,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
6322-PJJDJ,0.35611149053122304,0,49,Two year,Fiber optic,94.8,Electronic check,Low Risk,Monthly newsletter — standard engagement
4402-FTBXC,0.35596058751776455,0,54,Month-to-month,Fiber optic,89.8,Mailed check,Low Risk,Monthly newsletter — standard engagement
3221-CJMSG,0.35585040448190824,0,24,Month-to-month,DSL,51.1,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
0292-WEGCH,0.35560355676187233,0,54,Month-to-month,DSL,86.2,Electronic check,Low Risk,Monthly newsletter — standard engagement
4789-KWMXN,0.35544917074390686,1,47,One year,Fiber optic,110.85,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
0114-RSRRW,0.35489529023830996,0,10,Month-to-month,No,19.95,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
3936-QQFLL,0.35476568182921425,0,2,Month-to-month,No,19.75,Mailed check,Low Risk,Monthly newsletter — standard engagement
5688-KZTSN,0.35470777422450184,1,15,Month-to-month,No,20.0,Electronic check,Low Risk,Monthly newsletter — standard engagement
1629-DQQVB,0.3546628694592816,0,14,Month-to-month,DSL,50.1,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
2621-UDNLU,0.35463314484905867,0,3,Month-to-month,No,20.85,Mailed check,Low Risk,Monthly newsletter — standard engagement
5919-VCZYM,0.35460202406598723,0,2,Month-to-month,No,20.05,Mailed check,Low Risk,Monthly newsletter — standard engagement
4700-UBQMV,0.3544144127247535,0,21,One year,DSL,75.9,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
3948-FVVRP,0.3543593094649691,0,9,Month-to-month,DSL,54.8,Mailed check,Low Risk,Monthly newsletter — standard engagement
9818-XQCUV,0.3542391121075742,0,2,Month-to-month,No,20.35,Mailed check,Low Risk,Monthly newsletter — standard engagement
3948-XHGNA,0.3540090126790564,1,24,Month-to-month,DSL,49.55,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
6738-ISCBM,0.3538545531022597,0,44,One year,DSL,54.0,Electronic check,Low Risk,Monthly newsletter — standard engagement
1796-JANOW,0.3538055631450622,0,2,Month-to-month,No,19.95,Mailed check,Low Risk,Monthly newsletter — standard engagement
8006-PYCSW,0.3537113844282406,0,2,Month-to-month,No,20.1,Mailed check,Low Risk,Monthly newsletter — standard engagement
0883-EIBTI,0.35367737444347863,1,2,Month-to-month,No,19.5,Mailed check,Low Risk,Monthly newsletter — standard engagement
6447-GORXK,0.3536712864819425,0,31,Month-to-month,DSL,25.0,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
2342-CKIAO,0.35338675920092383,0,2,Month-to-month,No,20.3,Mailed check,Low Risk,Monthly newsletter — standard engagement
4913-EHYUI,0.3532641953139166,1,56,One year,Fiber optic,104.55,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
1116-DXXDF,0.35281888761249497,0,39,Two year,Fiber optic,100.45,Electronic check,Low Risk,Monthly newsletter — standard engagement
8563-IIOXK,0.35279154364637033,1,7,One year,DSL,49.75,Electronic check,Low Risk,Monthly newsletter — standard engagement
1051-GEJLJ,0.3526824100625984,0,2,Month-to-month,No,19.5,Mailed check,Low Risk,Monthly newsletter — standard engagement
3316-UWXUY,0.3526498317670707,0,50,Month-to-month,Fiber optic,93.5,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
0816-TSPHQ,0.35261956188194754,0,2,Month-to-month,No,20.75,Mailed check,Low Risk,Monthly newsletter — standard engagement
5067-DGXLL,0.35246078074469994,0,2,Month-to-month,No,20.25,Mailed check,Low Risk,Monthly newsletter — standard engagement
0188-GWFLE,0.3523624895502136,0,2,Month-to-month,No,20.05,Mailed check,Low Risk,Monthly newsletter — standard engagement
5151-HQRDG,0.352323966359069,0,37,Month-to-month,DSL,55.05,Mailed check,Low Risk,Monthly newsletter — standard engagement
1397-XKKWR,0.3522932849155168,0,7,One year,DSL,35.3,Mailed check,Low Risk,Monthly newsletter — standard engagement
9700-ZCLOT,0.35228201469739406,0,2,Month-to-month,No,20.0,Mailed check,Low Risk,Monthly newsletter — standard engagement
5150-LJNSR,0.35224343860024354,0,31,One year,Fiber optic,98.05,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
7663-ZTEGJ,0.3520153727398811,0,29,One year,Fiber optic,100.55,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
2839-RFSQE,0.3515892718009061,1,2,Month-to-month,No,20.65,Mailed check,Low Risk,Monthly newsletter — standard engagement
5702-SKUOB,0.35126663376936096,0,4,Month-to-month,No,19.6,Mailed check,Low Risk,Monthly newsletter — standard engagement
4195-SMMNX,0.35123108047229484,1,2,Month-to-month,No,20.35,Mailed check,Low Risk,Monthly newsletter — standard engagement
2908-ZTPNF,0.35118453418024104,0,36,Month-to-month,DSL,34.85,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
5478-JJVZK,0.3511443812244165,0,33,Month-to-month,DSL,60.9,Mailed check,Low Risk,Monthly newsletter — standard engagement
4495-LHSSK,0.3506595298260717,0,18,Month-to-month,DSL,57.65,Mailed check,Low Risk,Monthly newsletter — standard engagement
3470-BTGQO,0.35057318013804045,0,21,Month-to-month,DSL,45.65,Mailed check,Low Risk,Monthly newsletter — standard engagement
5811-IWXYM,0.35051766411568624,0,52,One year,Fiber optic,101.25,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
2359-QWQUL,0.35037226814400285,1,39,One year,Fiber optic,104.7,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
7964-YESJC,0.35028586507512416,0,24,Month-to-month,DSL,66.3,Mailed check,Low Risk,Monthly newsletter — standard engagement
3806-YAZOV,0.3502211159219833,0,3,Month-to-month,No,18.8,Mailed check,Low Risk,Monthly newsletter — standard engagement
4785-NKHCX,0.3500997822083029,0,5,Month-to-month,No,20.05,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
0103-CSITQ,0.3500831624927009,0,57,One year,Fiber optic,109.4,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
4710-NKCAW,0.34995500648072475,0,5,Month-to-month,DSL,64.4,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
